distance_m,elevation_m,slope_m_per_m,curvature_m_per_m2
284454.314,2521.603,0.023219,-0.000336196
284464.764,2521.738,0.017888,-0.000498222
284475.215,2521.725,0.005170,-0.000472812
284485.665,2521.688,-0.010272,-0.000431942
284496.115,2521.630,-0.019516,-0.000380443
284506.565,2521.483,-0.024715,-0.000226012
284517.015,2521.284,-0.028425,-0.000009855
284527.466,2521.001,-0.025140,0.000349269
284537.916,2520.799,-0.013421,0.000608988
284548.366,2520.729,0.001395,0.000707363
284558.816,2520.769,0.015634,0.000700711
284569.266,2520.988,0.022836,0.000492708
284579.717,2521.270,0.032525,0.000246879
284590.167,2521.607,0.034111,-0.000069856
284600.617,2521.899,0.026972,-0.000306551
284611.067,2522.122,0.020656,-0.000458210
284621.517,2522.226,0.014220,-0.000480280
284631.968,2522.266,0.000843,-0.000447067
284642.418,2522.310,-0.011201,-0.000450385
284652.868,2522.231,-0.017958,-0.000294499
284663.318,2522.062,-0.018985,-0.000031943
284673.768,2521.919,-0.012503,0.000158024
284684.219,2521.926,-0.001781,0.000070054
284694.669,2521.816,-0.000241,0.000160055
284705.119,2521.723,0.001782,0.000251128
284715.569,2521.715,0.003518,0.000247923
284726.019,2521.849,0.005922,0.000049740
284736.470,2521.947,0.006832,-0.000085166
284746.920,2522.015,0.006727,-0.000192844
284757.370,2522.054,0.000868,-0.000281468
284767.820,2522.003,-0.004278,-0.000248134
284778.270,2521.886,-0.007311,-0.000138792
284788.721,2521.702,-0.016728,0.000092989
284799.171,2521.544,-0.016816,0.000338312
284809.621,2521.528,-0.007686,0.000395266
284820.071,2521.623,-0.000214,0.000305642
284830.521,2521.743,0.004870,0.000209675
284840.971,2521.773,0.020254,0.000252605
284851.422,2521.898,0.027968,0.000117964
284861.872,2522.019,0.024493,0.000006080
284872.322,2522.253,0.017641,-0.000263650
284882.772,2522.443,0.010658,-0.000478652
284893.222,2522.541,-0.001148,-0.000595177
284903.673,2522.510,-0.012519,-0.000562927
284914.123,2522.387,-0.020689,-0.000450882
284924.573,2522.135,-0.025179,-0.000190690
284935.023,2521.774,-0.022089,0.000211906
284945.473,2521.597,-0.017148,0.000326632
284955.924,2521.572,-0.010912,0.000224095
284966.374,2521.517,-0.005049,0.000189013
284976.824,2521.447,-0.001032,0.000197166
284987.274,2521.449,0.002407,0.000105538
284997.724,2521.409,0.004369,0.000094013
285008.175,2521.326,0.004485,0.000175933
285018.625,2521.391,0.000412,0.000061022
285029.075,2521.436,-0.004128,0.000026919
285039.525,2521.476,-0.003219,0.000020258
285049.975,2521.501,-0.001551,0.000037023
285060.426,2521.538,0.002547,0.000020737
285070.876,2521.516,0.007609,0.000082401
285081.326,2521.465,0.008868,0.000192126
285091.776,2521.532,0.006465,0.000152827
285102.226,2521.653,0.003943,0.000077130
285112.677,2521.745,0.005456,0.000074753
285123.127,2521.844,0.007536,0.000068390
285133.577,2522.006,0.009689,-0.000043671
285144.027,2522.104,0.013083,-0.000076737
285154.477,2522.175,0.015473,-0.000102561
285164.928,2522.330,0.015435,-0.000308554
285175.378,2522.383,0.009585,-0.000399245
285185.828,2522.401,-0.001773,-0.000472628
285196.278,2522.340,-0.012525,-0.000457410
285206.728,2522.229,-0.022325,-0.000403106
285217.179,2522.061,-0.023893,-0.000317912
285227.629,2521.756,-0.025289,-0.000067607
285238.079,2521.478,-0.025840,0.000124561
285248.529,2521.220,-0.023704,0.000310232
285258.979,2520.994,-0.018643,0.000495481
285269.429,2520.832,-0.011209,0.000656652
285279.880,2520.795,-0.002342,0.000716040
285290.330,2520.910,0.012836,0.000617958
285300.780,2521.102,0.023523,0.000458129
285311.230,2521.387,0.028565,0.000202535
285321.680,2521.658,0.034615,-0.000013215
285332.131,2521.922,0.033266,-0.000236935
285342.581,2522.108,0.022549,-0.000346250
285353.031,2522.266,0.009457,-0.000416258
285363.481,2522.416,-0.002336,-0.000493373
285373.931,2522.443,-0.006099,-0.000434098
285384.382,2522.418,-0.010204,-0.000371757
285394.832,2522.329,-0.011298,-0.000276762
285405.282,2522.151,-0.011754,-0.000093934
285415.732,2522.007,-0.007609,-0.000008713
285426.182,2521.854,-0.008079,0.000077480
285436.633,2521.793,-0.009847,0.000032808
285447.083,2521.691,-0.009648,0.000072333
285457.533,2521.642,-0.009490,0.000039759
285467.983,2521.674,-0.006075,-0.000136740
285478.433,2521.630,-0.002996,-0.000239193
285488.884,2521.444,-0.004146,-0.000165552
285499.334,2521.283,-0.009069,-0.000156406
285509.784,2521.075,-0.019819,-0.000054798
285520.234,2520.867,-0.027234,0.000096724
285530.684,2520.710,-0.025489,0.000205385
285541.135,2520.588,-0.019603,0.000279993
285551.585,2520.486,-0.009149,0.000337422
285562.035,2520.434,-0.001917,0.000334368
285572.485,2520.388,0.009210,0.000345622
285582.935,2520.345,0.010662,0.000397290
285593.386,2520.391,0.014193,0.000383403
285603.836,2520.585,0.015724,0.000193894
285614.286,2520.887,0.012986,-0.000124201
285624.736,2521.086,0.010257,-0.000280092
285635.186,2521.147,0.008197,-0.000253920
285645.637,2521.189,0.005726,-0.000245614
285656.087,2521.272,0.012370,-0.000385552
285666.537,2521.238,0.004835,-0.000421579
285676.987,2521.188,-0.007993,-0.000469965
285687.437,2521.096,-0.018056,-0.000489264
285697.888,2520.942,-0.026706,-0.000463530
285708.338,2520.710,-0.030699,-0.000381392
285718.788,2520.450,-0.030553,-0.000336289
285729.238,2520.033,-0.027767,-0.000119523
285739.688,2519.647,-0.031278,0.000017725
285750.138,2519.289,-0.035126,0.000134659
285760.589,2518.943,-0.036924,0.000286604
285771.039,2518.601,-0.032459,0.000496414
285781.489,2518.330,-0.022794,0.000665323
285791.939,2518.134,-0.016787,0.000822445
285802.389,2518.203,-0.005145,0.000676603
285812.840,2518.235,0.016601,0.000655451
285823.290,2518.410,0.030675,0.000435136
285833.740,2518.691,0.036840,0.000073806
285844.190,2518.981,0.034849,-0.000296518
285854.640,2519.218,0.022329,-0.000603272
285865.091,2519.354,0.003604,-0.000786410
285875.541,2519.324,-0.011641,-0.000768048
285885.991,2519.157,-0.025391,-0.000614842
285896.441,2518.876,-0.037238,-0.000336839
285906.891,2518.526,-0.041528,0.000029064
285917.342,2518.200,-0.035908,0.000357598
285927.792,2517.977,-0.019987,0.000524747
285938.242,2517.842,0.000879,0.000550451
285948.692,2517.882,0.009478,0.000316902
285959.142,2517.912,0.014062,0.000136568
285969.593,2517.928,0.011846,0.000006903
285980.043,2517.973,0.004916,-0.000137770
285990.493,2517.982,-0.003988,-0.000202270
286000.943,2517.911,-0.012948,-0.000118927
286011.393,2517.814,-0.019120,0.000030828
286021.844,2517.769,-0.017383,0.000112822
286032.294,2517.722,-0.008318,0.000190965
286042.744,2517.684,0.004803,0.000226965
286053.194,2517.682,0.014711,0.000180136
286063.644,2517.644,0.012464,0.000215927
286074.095,2517.731,0.008521,0.000112746
286084.545,2517.830,0.003539,0.000051028
286094.995,2517.886,-0.000187,0.000105913
286105.445,2517.933,-0.001392,0.000221108
286115.895,2518.029,0.004249,0.000293476
286126.346,2518.164,0.010735,0.000334349
286136.796,2518.294,0.018729,0.000420653
286147.246,2518.477,0.030099,0.000456665
286157.696,2518.793,0.040279,0.000309241
286168.146,2519.197,0.040983,0.000052675
286178.596,2519.498,0.031007,0.000018631
286189.047,2519.845,0.024865,-0.000032234
286199.497,2520.192,0.024929,-0.000071959
286209.947,2520.434,0.028002,0.000039487
286220.397,2520.856,0.031412,-0.000169602
286230.847,2521.229,0.034210,-0.000361091
286241.298,2521.543,0.034573,-0.000556694
286251.748,2521.700,0.024230,-0.000591079
286262.198,2521.778,0.008228,-0.000552900
286272.648,2521.779,-0.003552,-0.000429603
286283.098,2521.794,-0.008574,-0.000383178
286293.549,2521.789,-0.014745,-0.000365370
286303.999,2521.777,-0.017588,-0.000397733
286314.449,2521.681,-0.013303,-0.000395415
286324.899,2521.463,-0.005378,-0.000326835
286335.349,2521.225,-0.010872,-0.000317156
286345.800,2520.936,-0.019527,-0.000253413
286356.250,2520.634,-0.025345,-0.000184827
286366.700,2520.383,-0.038914,-0.000183469
286377.150,2520.066,-0.047158,-0.000041410
286387.600,2519.740,-0.046442,0.000130573
286398.051,2519.304,-0.035999,0.000490174
286408.501,2518.984,-0.019807,0.000683937
286418.951,2518.870,-0.001329,0.000579516
286429.401,2518.900,0.010938,0.000273159
286439.851,2518.908,0.014666,0.000019065
286450.302,2518.905,0.004996,-0.000188539
286460.752,2518.873,-0.009259,-0.000314967
286471.202,2518.731,-0.022226,-0.000237181
286481.652,2518.574,-0.023135,-0.000149606
286492.102,2518.469,-0.020625,-0.000193502
286502.553,2518.300,-0.021942,-0.000184795
286513.003,2517.965,-0.024823,0.000078993
286523.453,2517.679,-0.022451,0.000280657
286533.903,2517.449,-0.017366,0.000431815
286544.353,2517.264,-0.007572,0.000567441
286554.804,2517.274,0.000915,0.000450557
286565.254,2517.386,0.003162,0.000237983
286575.704,2517.530,0.006652,0.000012341
286586.154,2517.615,0.011293,-0.000135284
286596.604,2517.579,0.011064,-0.000125096
286607.054,2517.537,0.006890,-0.000123200
286617.505,2517.431,-0.002751,0.000006429
286627.955,2517.422,-0.015460,0.000046955
286638.405,2517.471,-0.019051,0.000056452
286648.855,2517.427,-0.013169,0.000233311
286659.305,2517.327,-0.001061,0.000503907
286669.756,2517.383,0.011590,0.000552633
286680.206,2517.500,0.024462,0.000552097
286690.656,2517.805,0.038950,0.000274835
286701.106,2518.123,0.039514,-0.000003966
286711.556,2518.454,0.035205,-0.000293343
286722.007,2518.783,0.022799,-0.000599298
286732.457,2518.954,0.006157,-0.000687438
286742.907,2518.971,-0.005141,-0.000591623
286753.357,2518.937,-0.011913,-0.000500426
286763.807,2518.788,-0.013439,-0.000313367
286774.258,2518.638,-0.016857,-0.000188297
286784.708,2518.526,-0.019583,-0.000156771
286795.158,2518.349,-0.016543,-0.000054297
286805.608,2518.126,-0.012556,0.000088870
286816.058,2517.935,-0.011852,0.000183498
286826.509,2517.877,-0.005845,0.000073532
286836.959,2517.850,-0.008987,-0.000081854
286847.409,2517.713,-0.008536,-0.000058359
286857.859,2517.612,-0.011792,-0.000102541
286868.309,2517.444,-0.016025,-0.000032456
286878.760,2517.238,-0.016332,0.000110311
286889.210,2517.133,-0.013596,0.000100579
286899.660,2517.064,-0.011482,0.000035989
286910.110,2516.926,-0.010932,0.000092501
286920.560,2516.771,-0.010539,0.000197647
286931.011,2516.684,-0.009129,0.000232776
286941.461,2516.585,-0.007073,0.000335714
286951.911,2516.591,0.003092,0.000302776
286962.361,2516.635,0.009106,0.000227540
286972.811,2516.744,0.005586,0.000091026
286983.262,2516.816,0.007915,0.000046199
286993.712,2516.898,0.008924,-0.000014429
287004.162,2516.964,0.008722,-0.000056148
287014.612,2517.022,0.010095,-0.000101815
287025.062,2517.116,0.008385,-0.000234575
287035.512,2517.184,-0.000739,-0.000346224
287045.963,2517.157,-0.008680,-0.000325954
287056.413,2517.050,-0.010915,-0.000216212
287066.863,2516.913,-0.011995,-0.000099753
287077.313,2516.786,-0.012749,-0.000020104
287087.763,2516.676,-0.010002,0.000016395
287098.214,2516.620,-0.012540,-0.000035391
287108.664,2516.446,-0.012758,0.000116690
287119.114,2516.270,-0.010552,0.000295445
287129.564,2516.209,-0.006774,0.000332322
287140.014,2516.221,0.000959,0.000289181
287150.465,2516.251,0.005907,0.000248483
287160.915,2516.373,0.010207,0.000079881
287171.365,2516.545,0.014271,-0.000182723
287181.815,2516.597,0.012591,-0.000293292
287192.265,2516.526,0.002031,-0.000225974
287202.716,2516.489,-0.005827,-0.000212742
287213.166,2516.415,-0.012248,-0.000141784
287223.616,2516.362,-0.015665,-0.000110777
287234.066,2516.309,-0.017583,-0.000089460
287244.516,2516.228,-0.013014,-0.000051536
287254.967,2516.104,-0.004959,0.000003043
287265.417,2515.978,-0.000210,0.000016245
287275.867,2515.820,-0.004105,0.000087867
287286.317,2515.731,-0.006606,0.000084644
287296.767,2515.596,-0.010333,0.000204802
287307.218,2515.554,-0.015353,0.000247234
287317.668,2515.584,-0.014613,0.000245208
287328.118,2515.642,0.000197,0.000205346
287338.568,2515.680,0.015820,0.000147123
287349.018,2515.762,0.019234,-0.000013246
287359.469,2515.752,0.015694,-0.000019359
287369.919,2515.856,0.012526,-0.000203257
287380.369,2515.925,0.004080,-0.000338222
287390.819,2515.928,-0.010245,-0.000371442
287401.269,2515.843,-0.022169,-0.000257025
287411.720,2515.689,-0.025983,-0.000036197
287422.170,2515.510,-0.018941,0.000207515
287432.620,2515.420,-0.009751,0.000294389
287443.070,2515.364,0.006923,0.000311572
287453.520,2515.327,0.013774,0.000295101
287463.970,2515.445,0.016135,0.000054196
287474.421,2515.591,0.008372,-0.000198886
287484.871,2515.607,-0.000108,-0.000225007
287495.321,2515.541,-0.005571,-0.000120016
287505.771,2515.470,-0.007574,-0.000013079
287516.221,2515.422,-0.016672,0.000091833
287526.672,2515.420,-0.010366,0.000148048
287537.122,2515.385,-0.000957,0.000247352
287547.572,2515.374,0.007922,0.000306462
287558.022,2515.429,0.015068,0.000275552
287568.472,2515.553,0.018447,0.000161194
287578.923,2515.732,0.018875,-0.000019308
287589.373,2515.913,0.014262,-0.000192822
287599.823,2515.979,0.009782,-0.000187362
287610.273,2516.085,0.000361,-0.000252627
287620.723,2516.123,-0.003152,-0.000221058
287631.174,2516.098,-0.004415,-0.000120899
287641.624,2516.089,-0.002542,-0.000083576
287652.074,2516.055,-0.001165,-0.000035686
287662.524,2515.991,0.002175,0.000038858
287672.974,2516.066,-0.000432,-0.000118311
287683.425,2516.057,0.000365,-0.000156565
287693.875,2516.024,-0.000331,-0.000194167
287704.325,2515.937,-0.005820,-0.000167990
287714.775,2515.839,-0.011334,-0.000127547
287725.225,2515.731,-0.016282,-0.000068124
287735.676,2515.558,-0.018966,0.000112674
287746.126,2515.380,-0.016398,0.000333137
287756.576,2515.310,-0.008637,0.000417375
287767.026,2515.338,0.001255,0.000379444
287777.476,2515.411,0.011942,0.000292018
287787.927,2515.541,0.018078,0.000124565
287798.377,2515.598,0.018334,0.000092324
287808.827,2515.775,0.020008,-0.000127750
287819.277,2515.907,0.011613,-0.000282211
287829.727,2515.989,0.001824,-0.000360329
287840.178,2516.045,-0.004950,-0.000428356
287850.628,2515.979,-0.010811,-0.000357008
287861.078,2515.885,-0.015494,-0.000291445
287871.528,2515.697,-0.018763,-0.000112756
287881.978,2515.500,-0.014962,0.000050320
287892.429,2515.356,-0.009879,0.000102584
287902.879,2515.264,-0.008587,0.000070965
287913.329,2515.182,-0.008821,0.000036869
287923.779,2515.036,-0.012256,0.000136358
287934.229,2514.909,-0.011267,0.000246734
287944.679,2514.780,-0.006730,0.000405757
287955.130,2514.774,-0.006370,0.000440236
287965.580,2514.826,0.006083,0.000447253
287976.030,2515.076,0.020626,0.000134623
287986.480,2515.316,0.024723,-0.000190364
287996.930,2515.373,0.019308,-0.000245784
288007.381,2515.412,0.011082,-0.000285431
288017.831,2515.415,0.003804,-0.000282864
288028.281,2515.390,-0.009224,-0.000237097
288038.731,2515.348,-0.018750,-0.000145644
288049.181,2515.262,-0.022508,0.000029887
288059.632,2515.188,-0.017549,0.000188681
288070.082,2515.111,-0.003793,0.000337314
288080.532,2515.091,0.008342,0.000385627
288090.982,2515.109,0.020794,0.000383858
288101.432,2515.221,0.028184,0.000251139
288111.883,2515.374,0.018260,0.000121208
288122.333,2515.673,0.009912,-0.000165194
288132.783,2515.864,0.007900,-0.000271380
288143.233,2515.909,0.006878,-0.000186397
288153.683,2515.955,0.002028,-0.000132363
288164.134,2516.037,0.002778,-0.000160423
288174.584,2516.054,0.005852,-0.000130759
288185.034,2516.048,0.004258,-0.000101138
288195.484,2516.048,0.003115,-0.000099358
288205.934,2516.047,-0.002078,-0.000099335
288216.385,2516.012,-0.007791,-0.000027538
288226.835,2515.995,-0.007080,0.000022017
288237.285,2515.962,-0.006205,0.000099856
288247.735,2515.966,0.000012,0.000113747
288258.185,2515.922,0.008104,0.000192416
288268.636,2516.074,0.008937,-0.000048084
288279.086,2516.149,0.008071,-0.000168086
288289.536,2516.107,0.005653,-0.000119458
288299.986,2516.066,0.000661,-0.000077977
288310.436,2516.108,-0.006153,-0.000157350
288320.887,2516.123,-0.007698,-0.000203468
288331.337,2516.069,-0.008278,-0.000177103
288341.787,2515.984,-0.010682,-0.000131671
288352.237,2515.797,-0.012374,0.000068842
288362.687,2515.658,-0.009150,0.000198135
288373.137,2515.634,-0.004630,0.000155856
288383.588,2515.542,-0.002489,0.000247045
288394.038,2515.581,0.000529,0.000159978
288404.488,2515.641,0.005180,0.000050499
288414.938,2515.680,0.001512,-0.000012693
288425.388,2515.645,0.000390,0.000065257
288435.839,2515.609,0.003357,0.000157214
288446.289,2515.654,0.006774,0.000126301
288456.739,2515.792,0.007701,-0.000046169
288467.189,2515.906,0.004247,-0.000181201
288477.639,2515.959,0.002658,-0.000240142
288488.090,2515.919,0.000090,-0.000188775
288498.540,2515.880,0.001622,-0.000182526
288508.990,2515.902,-0.000701,-0.000327132
288519.440,2515.892,-0.005807,-0.000475350
288529.890,2515.727,-0.011790,-0.000442339
288540.341,2515.579,-0.023121,-0.000495496
288550.791,2515.250,-0.036550,-0.000277806
288561.241,2514.922,-0.034470,-0.000096643
288571.691,2514.547,-0.033843,0.000133075
288582.141,2514.227,-0.030851,0.000288578
288592.592,2513.972,-0.026511,0.000382522
288603.042,2513.783,-0.019768,0.000423786
288613.492,2513.647,-0.008287,0.000419733
288623.942,2513.560,0.000329,0.000373111
288634.392,2513.514,0.007951,0.000295195
288644.843,2513.542,0.006636,0.000145516
288655.293,2513.584,0.001804,0.000031007
288665.743,2513.606,-0.003285,-0.000006699
288676.193,2513.564,-0.006179,0.000091712
288686.643,2513.572,-0.004615,0.000132728
288697.094,2513.596,0.004139,0.000144993
288707.544,2513.682,0.002758,0.000061670
288717.994,2513.629,0.005063,0.000233418
288728.444,2513.714,0.010888,0.000197704
288738.894,2513.824,0.014687,0.000137489
288749.345,2513.935,0.013436,0.000102830
288759.795,2514.097,0.011656,0.000017551
288770.245,2514.247,0.011554,-0.000036350
288780.695,2514.438,0.012810,-0.000175654
288791.145,2514.647,0.017197,-0.000408688
288801.595,2514.753,0.013939,-0.000577279
288812.046,2514.715,0.003586,-0.000598672
288822.496,2514.579,-0.008856,-0.000528708
288832.946,2514.438,-0.022899,-0.000496960
288843.396,2514.249,-0.033745,-0.000425216
288853.846,2513.975,-0.034286,-0.000278785
288864.297,2513.647,-0.032813,-0.000113875
288874.747,2513.336,-0.035413,-0.000005339
288885.197,2512.955,-0.031910,0.000220846
288895.647,2512.574,-0.024123,0.000463655
288906.097,2512.300,-0.016972,0.000593022
288916.548,2512.127,-0.010308,0.000653241
288926.998,2512.077,-0.007552,0.000639807
288937.448,2512.135,-0.004700,0.000587539
288947.898,2512.239,0.008524,0.000551751
288958.348,2512.410,0.024768,0.000444289
288968.799,2512.659,0.036055,0.000222228
288979.249,2512.937,0.037658,-0.000036584
288989.699,2513.213,0.031023,-0.000283904
289000.149,2513.483,0.019510,-0.000531620
289010.599,2513.612,0.006176,-0.000589986
289021.050,2513.680,-0.003424,-0.000617677
289031.500,2513.626,-0.014127,-0.000524809
289041.950,2513.423,-0.024422,-0.000237958
289052.400,2513.191,-0.026878,0.000078740
289062.850,2512.982,-0.020735,0.000364820
289073.301,2512.849,-0.007427,0.000547510
289083.751,2512.849,0.006501,0.000549817
289094.201,2512.994,0.016332,0.000362595
289104.651,2513.184,0.022329,0.000137244
289115.101,2513.343,0.022630,-0.000021432
289125.552,2513.479,0.020519,-0.000139131
289136.002,2513.637,0.016018,-0.000307233
289146.452,2513.855,0.011016,-0.000626426
289156.902,2513.894,-0.001680,-0.000739000
289167.352,2513.789,-0.020766,-0.000686074
289177.803,2513.469,-0.034110,-0.000329102
289188.253,2513.065,-0.037401,0.000145057
289198.703,2512.766,-0.032629,0.000469644
289209.153,2512.580,-0.020880,0.000665776
289219.603,2512.519,-0.006007,0.000727788
289230.053,2512.625,0.012299,0.000575862
289240.504,2512.761,0.023610,0.000420634
289250.954,2512.901,0.029627,0.000307172
289261.404,2513.088,0.033980,0.000157975
289271.854,2513.406,0.034425,-0.000193704
289282.304,2513.737,0.023541,-0.000582531
289292.755,2513.897,-0.001332,-0.000703594
289303.205,2513.883,-0.013992,-0.000576963
289313.655,2513.782,-0.018105,-0.000393913
289324.105,2513.622,-0.016009,-0.000205440
289334.555,2513.446,-0.013026,-0.000060096
289345.006,2513.294,-0.011652,0.000014483
289355.456,2513.185,-0.009105,0.000004119
289365.906,2513.090,-0.008550,-0.000039748
289376.356,2513.022,-0.010796,-0.000135041
289386.806,2512.881,-0.008368,-0.000141231
289397.257,2512.683,-0.010956,-0.000083337
289407.707,2512.506,-0.018328,-0.000050806
289418.157,2512.347,-0.027073,-0.000005851
289428.607,2512.101,-0.028473,0.000222464
289439.057,2511.847,-0.017999,0.000492217
289449.508,2511.795,-0.008059,0.000470283
289459.958,2511.830,0.002819,0.000349094
289470.408,2511.884,0.011056,0.000218405
289480.858,2511.934,0.015954,0.000108952
289491.308,2511.964,0.014487,0.000048871
289501.759,2512.031,0.008743,-0.000037948
289512.209,2512.107,0.003090,-0.000109416
289522.659,2512.196,-0.002750,-0.000193104
289533.109,2512.248,-0.007755,-0.000225196
289543.559,2512.210,-0.006959,-0.000146916
289554.010,2512.133,-0.005427,-0.000046431
289564.460,2511.997,-0.004745,0.000135978
289574.910,2511.845,-0.003457,0.000374267
289585.360,2511.850,0.001208,0.000417551
289595.810,2512.024,0.008574,0.000237182
289606.261,2512.284,0.016210,-0.000080817
289616.711,2512.436,0.016806,-0.000262845
289627.161,2512.513,0.014081,-0.000376659
289637.611,2512.505,0.009330,-0.000415981
289648.061,2512.409,-0.002793,-0.000353133
289658.511,2512.329,-0.013546,-0.000330291
289668.962,2512.266,-0.020927,-0.000361161
289679.412,2512.180,-0.024790,-0.000408479
289689.862,2512.005,-0.028092,-0.000382610
289700.312,2511.716,-0.027730,-0.000249419
289710.762,2511.335,-0.022956,-0.000041112
289721.213,2510.937,-0.019384,0.000158223
289731.663,2510.702,-0.019140,0.000103103
289742.113,2510.511,-0.025620,0.000020481
289752.563,2510.305,-0.032451,0.000016247
289763.013,2510.033,-0.030804,0.000146276
289773.464,2509.845,-0.023537,0.000139653
289783.914,2509.641,-0.015086,0.000142858
289794.364,2509.380,-0.007678,0.000226241
289804.814,2509.203,-0.007715,0.000199744
289815.264,2509.124,-0.009184,0.000059501
289825.715,2509.082,-0.011397,-0.000115256
289836.165,2508.991,-0.013388,-0.000221058
289846.615,2508.818,-0.018166,-0.000220844
289857.065,2508.544,-0.024554,-0.000063829
289867.515,2508.214,-0.028562,0.000209131
289877.966,2507.991,-0.027559,0.000361455
289888.416,2507.740,-0.021325,0.000632768
289898.866,2507.604,-0.010001,0.000808897
289909.316,2507.639,0.003702,0.000814449
289919.766,2507.868,0.018031,0.000600430
289930.217,2508.144,0.033210,0.000359389
289940.667,2508.424,0.044068,0.000115766
289951.117,2508.722,0.044999,-0.000169789
289961.567,2509.048,0.033990,-0.000513342
289972.017,2509.296,0.015332,-0.000753030
289982.468,2509.504,0.000288,-0.001003667
289992.918,2509.431,-0.018383,-0.000914595
290003.368,2509.350,-0.022538,-0.000972040
290013.818,2509.057,-0.031449,-0.000870465
290024.268,2508.643,-0.042471,-0.000718658
290034.719,2508.045,-0.049371,-0.000375172
290045.169,2507.495,-0.051440,-0.000179918
290055.619,2506.959,-0.053444,-0.000042219
290066.069,2506.423,-0.057623,0.000104605
290076.519,2505.884,-0.057530,0.000298635
290086.970,2505.342,-0.052168,0.000558300
290097.420,2504.858,-0.040916,0.000804825
290107.870,2504.548,-0.022796,0.000858722
290118.320,2504.372,-0.005558,0.000784437
290128.770,2504.381,0.005092,0.000498387
290139.220,2504.362,0.013486,0.000323618
290149.671,2504.489,0.004800,-0.000017299
290160.121,2504.438,0.000912,-0.000010859
290170.571,2504.379,-0.004060,0.000036486
290181.021,2504.331,-0.006611,0.000100577
290191.471,2504.372,-0.009510,0.000055028
290201.922,2504.408,-0.006363,0.000033635
290212.372,2504.441,0.001584,-0.000014151
290222.822,2504.474,0.008345,-0.000114829
290233.272,2504.414,0.009396,-0.000113318
290243.722,2504.338,0.005030,-0.000102550
290254.173,2504.316,-0.004026,-0.000164038
290264.623,2504.303,-0.010277,-0.000231760
290275.073,2504.264,-0.017500,-0.000267425
290285.523,2504.128,-0.021610,-0.000167459
290295.973,2503.920,-0.022091,0.000031011
290306.424,2503.693,-0.017620,0.000254241
290316.874,2503.526,-0.008658,0.000394605
290327.324,2503.430,-0.000482,0.000456459
290337.774,2503.432,0.005488,0.000418279
290348.224,2503.519,0.008149,0.000314032
290358.675,2503.633,0.007264,0.000238755
290369.125,2503.745,0.008260,0.000226942
290379.575,2503.863,0.015724,0.000237413
290390.025,2504.065,0.023757,0.000109085
290400.475,2504.334,0.027113,-0.000144521
290410.926,2504.567,0.021209,-0.000366329
290421.376,2504.649,0.010038,-0.000363288
290431.826,2504.582,-0.003504,-0.000111782
290442.276,2504.451,-0.012908,0.000299859
290452.726,2504.432,-0.011095,0.000623763
290463.177,2504.532,-0.001453,0.000864435
290473.627,2504.755,0.017135,0.001020310
290484.077,2505.142,0.040505,0.001012909
290494.527,2505.663,0.064166,0.000878513
290504.977,2506.274,0.083258,0.000667270
290515.428,2507.047,0.094674,0.000247323
290525.878,2507.880,0.090369,-0.000238169
290536.328,2508.706,0.073332,-0.000698542
290546.778,2509.445,0.051004,-0.001056276
290557.228,2509.988,0.030513,-0.001202013
290567.678,2510.242,0.012270,-0.001028732
290578.129,2510.354,0.005069,-0.000790013
290588.579,2510.384,0.002128,-0.000581297
290599.029,2510.383,-0.002971,-0.000442131
290609.479,2510.316,-0.005515,-0.000279017
290619.929,2510.245,-0.006917,-0.000166469
290630.380,2510.167,-0.008166,-0.000078606
290640.830,2510.067,-0.008675,0.000035414
290651.280,2509.998,-0.006020,0.000096231
290661.730,2509.962,-0.005586,0.000114378
290672.180,2509.877,-0.003780,0.000239398
290682.631,2509.834,-0.001398,0.000340412
290693.081,2509.870,0.002033,0.000374396
290703.531,2510.002,0.010454,0.000298448
290713.981,2510.120,0.018978,0.000265209
290724.431,2510.373,0.023202,0.000025021
290734.882,2510.608,0.024350,-0.000197715
290745.332,2510.778,0.021155,-0.000350912
290755.782,2510.872,0.012238,-0.000423681
290766.232,2510.862,-0.001292,-0.000349663
290776.682,2510.841,-0.009780,-0.000271217
290787.133,2510.790,-0.014770,-0.000164267
290797.583,2510.752,-0.016513,-0.000100112
290808.033,2510.658,-0.013112,0.000027543
290818.483,2510.537,-0.005662,0.000173078
290828.933,2510.454,0.002212,0.000244953
290839.384,2510.446,0.008253,0.000203121
290849.834,2510.517,0.009599,0.000051766
290860.284,2510.599,0.010660,-0.000113198
290870.734,2510.662,0.002146,-0.000249695
290881.184,2510.681,-0.005703,-0.000316639
290891.635,2510.622,-0.011514,-0.000287206
290902.085,2510.444,-0.016168,-0.000088064
290912.535,2510.224,-0.016474,0.000175829
290922.985,2510.159,-0.012537,0.000206087
290933.435,2510.122,-0.006229,0.000206366
290943.886,2510.092,-0.002082,0.000210740
290954.336,2510.049,0.001755,0.000266136
290964.786,2510.059,0.007157,0.000268737
290975.236,2510.157,0.013403,0.000147843
290985.686,2510.236,0.012365,0.000080402
290996.136,2510.323,0.008405,0.000037597
291006.587,2510.432,0.004533,-0.000007087
291017.037,2510.487,0.003732,0.000057078
291027.487,2510.594,0.003803,0.000047854
291037.937,2510.653,0.005145,0.000130102
291048.387,2510.672,0.010141,0.000291655
291058.838,2510.788,0.016130,0.000324840
291069.288,2511.066,0.020443,0.000128635
